teamMarket,Pos,HEIGHT,CLASS YR,jerseyNum,fullName,GS,GP,MP,ORB,TOV,STL,DRB,3PAr,3P%,extra_poss,extra_poss_per_40,3PAr %ile,3P% %ile,extra_poss_perc,extra_poss_per_40_perc,status,OBPR,OBPR_perct,DBPR,DBPR_perct,BPR,BPR_perct,Position,Role
Missouri,G,76,Sophomore,5,T.O. Barrett,12,31,704.16,25,64,36,55,0.19712,0.21951,52,2.95387412,0.267,0.231,0.532,0.24,,2.1989932,0.803,0.45262069,0.608,2.65161389,0.76,1.631584008,2.222514188
Missouri,G,78,Sophomore,6,Annor Boateng,4,15,172.81,6,16,5,21,0.45455,0.25,16,3.703489381,0.581,0.279,0.277,0.335,,,,,,,,#N/A,#N/A
Alabama,G,76,Sophomore,0,Labaron Philon,28,29,875.25,15,73,34,77,0.39952,0.38922,53,2.422165096,0.505,0.823,0.539,0.182,,6.7206896,0.996,1.738,0.879,8.4586896,0.99,1.180185566,1
Tennessee,G,76,Sophomore,3,Bishop Boswell,27,28,735.65,38,45,39,92,0.41732,0.43396,124,6.742336709,0.532,0.922,0.864,0.705,,2.5947035,0.846,2.2157417,0.929,4.8104452,0.918,2.156689351,3.045140976
Arkansas,G,76,Sophomore,0,Jaden Karuletwa,0,9,24.65,0,1,1,3,1,0.2,3,4.868154158,0.965,0.191,0.139,0.486,,,,,,,,#N/A,#N/A
Florida,G,75,Sophomore,0,Boogie Fland,31,31,920.15,24,48,58,56,0.37966,0.23214,90,3.912405586,0.481,0.254,0.737,0.365,,4.2911179,0.961,3.2501035,0.98,7.5412214,0.982,1.183926025,3.038191258
Alabama,G,77,Sophomore,1,Jalil Bethea,0,22,192.84,11,10,4,28,0.64,0.33333,33,6.845052894,0.806,0.567,0.399,0.716,,,,,,,,#N/A,#N/A
Kentucky,G,77,Sophomore,5,Collin Chandler,26,31,812.3,13,33,36,76,0.67401,0.43137,92,4.530345931,0.842,0.92,0.747,0.444,,3.6103613,0.931,1.3699445,0.824,4.9803058,0.926,2.016329992,2.76674919
Ole Miss,G,73,Sophomore,11,Travis Perry,12,31,457.9,6,14,24,35,0.83704,0.35398,51,4.455121206,0.943,0.684,0.525,0.434,,1.5361003,0.697,0.93101023,0.726,2.46711053,0.743,1.974931042,3.411448237
Mississippi St.,G,74,Senior,2,Ja'Borri McGhee,11,31,695.62,8,48,18,59,0.37727,0.39759,37,2.127598401,0.478,0.846,0.425,0.156,,2.1110101,0.79,0.35995841,0.578,2.47096851,0.744,1.804603525,2.553368066
Auburn,G,73,Sophomore,0,Tahaad Pettiford,29,31,995.58,14,69,34,75,0.48395,0.29082,54,2.169589586,0.618,0.408,0.544,0.161,,4.4473489,0.966,1.9529654,0.902,6.4003143,0.965,1.588596625,2.303364274
Ole Miss,G,76,Senior,5,Hobert Grayson IV,0,5,28.49,3,1,2,4,0.14286,0,8,11.23201123,0.227,0,0.209,0.953,,,,,,,,#N/A,#N/A
Auburn,G,80,Sophomore,6,Elyjah Freeman,14,31,798.49,51,35,38,94,0.38073,0.3494,148,7.413993914,0.483,0.666,0.921,0.772,,2.9341755,0.884,1.9585241,0.903,4.8926996,0.923,3.256062334,3.670287181
South Carolina,G,78,Freshman,13,Grant Polk,0,29,377.3,16,7,7,18,0.78,0.32051,34,3.604558707,0.914,0.522,0.407,0.32,,0.2687626,0.465,-0.59657577,0.299,-0.32781317,0.379,2.890617165,4.533711055
South Carolina,G,72,Freshman,15,Eli Ellis,0,27,727.49,18,25,23,56,0.395,0.27848,72,3.958817303,0.502,0.367,0.649,0.371,,2.0367039,0.78,-0.34767626,0.368,1.68902764,0.662,1.994044485,3.279580978
Florida,G,78,Freshman,11,CJ Ingram II,0,20,106.17,9,8,2,7,0.46875,0.46667,10,3.76754262,0.6,0.947,0.228,0.345,,,,,,,,#N/A,#N/A
Florida,G,75,Freshman,4,Alex Lloyd,0,16,73.44,1,6,1,11,0.75,0.22222,7,3.812636166,0.893,0.232,0.198,0.351,,,,,,,,#N/A,#N/A
LSU,G,77,Freshman,0,Mazi Mosley,0,19,121.15,1,5,2,11,0.74286,0.38462,9,2.971522905,0.889,0.807,0.218,0.243,,,,,,,,#N/A,#N/A
LSU,G,72,Freshman,2,Jalen Reece,9,31,722.77,4,40,27,48,0.43452,0.31507,39,2.158362965,0.554,0.501,0.44,0.16,,1.4989986,0.691,-0.16061991,0.426,1.33837869,0.623,1,2.804860059
Ole Miss,G,77,Senior,6,Ilias Kamardine,31,31,956.26,12,60,37,89,0.40864,0.29268,78,3.262710978,0.52,0.412,0.681,0.277,,1.6496392,0.72,1.1091519,0.767,2.7587911,0.776,1.739045959,2.267102576
LSU,G,77,Freshman,16,Ron Zipper,0,9,32.85,0,3,2,4,0.85714,0.41667,3,3.652968037,0.948,0.894,0.139,0.328,,,,,,,,#N/A,#N/A
Ole Miss,G,77,Freshman,23,Patton Pinkins,16,31,764.9,22,8,13,36,0.45631,0.42553,63,3.294548307,0.585,0.911,0.599,0.28,,2.7686048,0.865,0.20275437,0.535,2.97135917,0.798,2.441564007,3.148900561
Tennessee,G,77,Freshman,1,Amari Evans,2,29,407.12,27,15,32,62,0.37864,0.25641,106,10.41461977,0.48,0.315,0.805,0.934,,1.8423588,0.751,2.0495286,0.915,3.8918874,0.864,2.860900278,4.096557077
Tennessee,G,75,Sophomore,35,Ethan Burg,1,25,254.23,3,20,7,15,0.59574,0.42857,5,0.786689218,0.765,0.914,0.175,0.085,,,,,,,,#N/A,#N/A
Tennessee,G,77,Freshman,4,Clarence Massamba,0,10,38.83,0,1,1,2,1,0.14286,2,2.060262683,0.965,0.151,0.113,0.149,,,,,,,,#N/A,#N/A
Tennessee,G,73,Freshman,24,Troy Henderson,0,25,190.21,3,7,11,9,0.86275,0.34091,16,3.364702171,0.95,0.63,0.277,0.29,,,,,,,,#N/A,#N/A
Kentucky,G,77,Freshman,2,Jasper Johnson,0,30,391.07,7,32,3,30,0.60432,0.35714,8,0.818267829,0.777,0.699,0.209,0.086,,2.3331688,0.818,-0.070988972,0.457,2.262179828,0.722,1.919571678,2.370637041
Mississippi St.,G,77,Freshman,23,King Grace,0,24,290.66,6,11,10,24,0.48958,0.31915,29,3.990917223,0.624,0.517,0.374,0.375,,0.19914668,0.449,-0.72680361,0.263,-0.52765693,0.343,2.695508386,3.277262724
Arkansas,G,75,Freshman,5,Darius Acuff Jr.,30,30,1041.28,14,60,23,77,0.35307,0.43713,54,2.074370006,0.443,0.926,0.544,0.15,,7.3509867,0.997,1.1597501,0.776,8.5107368,0.99,1.286477529,1
Arkansas,G,69,Freshman,2,Amere Brown,0,7,12.6,0,0,0,0,0.25,0,0,0,0.318,0,0.022,0.022,,,,,,,,#N/A,#N/A
Arkansas,G,77,Freshman,1,Meleek Thomas,15,31,913.04,29,27,47,91,0.43077,0.41667,140,6.133356699,0.551,0.894,0.905,0.644,,5.3271802,0.985,2.1992474,0.928,7.5264276,0.981,2.230234247,3.132916483
Vanderbilt,G,77,Freshman,7,Chandler Bing,0,31,425.92,23,17,9,24,0.4557,0.30556,39,3.662659654,0.584,0.46,0.44,0.33,,0.34616781,0.478,-1.1752222,0.158,-0.82905439,0.303,3.034713751,4.806183612
Vanderbilt,G,76,Freshman,12,Jaylon Dean-Vines,0,10,24.89,2,2,2,2,0.4,0.5,4,6.428284452,0.505,0.953,0.161,0.674,,,,,,,,#N/A,#N/A
Auburn,G,79,Junior,2,Abdullahi Bashir,0,6,54.27,0,3,1,3,0.86667,0.15385,1,0.737055463,0.951,0.158,0.074,0.084,,,,,,,,#N/A,#N/A
Auburn,G,74,Freshman,5,Kaden Magwood,2,15,161.04,4,11,8,12,0.4717,0.28,13,3.229011426,0.603,0.37,0.252,0.273,,,,,,,,#N/A,#N/A
Auburn,G,76,Freshman,10,Simon Walker,0,11,61.58,3,3,1,3,0.78947,0.53333,4,2.598246184,0.918,0.975,0.161,0.199,,,,,,,,#N/A,#N/A
Texas A&M,G,78,Sophomore,9,Ruben Dominguez,25,31,726.89,12,11,13,64,0.84681,0.40704,78,4.292258801,0.946,0.874,0.681,0.411,,3.6122836,0.931,0.83016912,0.698,4.44245272,0.9,2.6215828,3.077870928
Texas A&M,G,75,Freshman,10,Jeremiah Green,0,8,33.17,0,2,2,1,0.6,0.33333,1,1.205908954,0.768,0.567,0.074,0.098,,,,,,,,#N/A,#N/A
Alabama,G,78,Freshman,4,Davion Hannah,0,10,127.88,4,10,7,15,0.42308,0.36364,16,5.004691899,0.538,0.727,0.277,0.504,,,,,,,,#N/A,#N/A
Tennessee,G,78,Sophomore,21,Campbell Duncan,0,1,1.6,0,0,0,1,,,1,25,0,0,0.074,0.995,,,,,,,,#N/A,#N/A
Auburn,G,77,Sophomore,17,Drake Cardwell,0,3,3.97,0,0,0,0,,,0,0,0,0,0.022,0.022,,,,,,,,#N/A,#N/A
Oklahoma,G,79,Freshman,4,Alec Blair,0,1,2.85,1,0,0,0,,,1,14.03508772,0,0,0.074,0.982,,,,,,,,#N/A,#N/A
Auburn,G,78,Senior,22,Reed Trapp,0,5,6.05,1,0,0,0,0,,1,6.611570248,0,0,0.074,0.692,,,,,,,,#N/A,#N/A
Oklahoma,G,72,Freshman,0,Jake Hansen,0,3,2,0,0,0,0,1,0,0,0,0.965,0,0.022,0.022,,,,,,,,#N/A,#N/A
Alabama,G,73,Junior,11,Preston Murphy Jr.,0,6,11.31,0,0,0,2,1,0,2,7.073386384,0.965,0,0.113,0.742,,,,,,,,#N/A,#N/A
LSU,G,74,Senior,14,Jaden Bobbett,0,7,7.66,1,1,0,0,0.5,0,0,0,0.634,0,0.022,0.022,,,,,,,,#N/A,#N/A
Auburn,G,74,Senior,13,CJ Williams,0,4,4.78,0,1,0,0,1,0.5,-1,-8.368200837,0.965,0.953,0.009,0.004,,,,,,,,#N/A,#N/A
Florida,G,76,Junior,33,Cooper Josefsberg,0,2,2.17,0,0,0,2,0.5,1,2,36.86635945,0.634,0.989,0.113,0.999,,,,,,,,#N/A,#N/A
Vanderbilt,G,76,Junior,15,Coleson Messer,0,7,9.94,0,1,0,0,1,0,-1,-4.024144869,0.965,0,0.009,0.01,,,,,,,,#N/A,#N/A
Tennessee,G,71,Sophomore,11,Gavin Paull,0,1,1.6,0,0,0,0,0.5,0,0,0,0.634,0,0.022,0.022,,,,,,,,#N/A,#N/A
Arkansas,G,70,Sophomore,14,Ayden Kelley,0,7,11.37,0,0,0,0,0.5,1,0,0,0.634,0.989,0.022,0.022,,,,,,,,#N/A,#N/A
Oklahoma,G,70,Senior,55,Reid Lovelace,0,7,7.39,0,0,2,0,1,0.33333,2,10.82543978,0.965,0.567,0.113,0.945,,,,,,,,#N/A,#N/A
Texas,G,76,Freshman,33,Anthon McDermott,0,6,15.38,1,1,1,2,1,0.5,3,7.802340702,0.965,0.953,0.139,0.803,,,,,,,,#N/A,#N/A
Georgia,G,76,Junior,30,Brandon Klatsky,0,7,10.91,0,0,2,1,0.6,0.66667,3,10.99908341,0.768,0.981,0.139,0.947,,,,,,,,#N/A,#N/A
Texas,G,70,Senior,44,Brandon Taylor,0,4,4.78,1,1,0,1,0.8,0.25,1,8.368200837,0.924,0.279,0.074,0.839,,,,,,,,#N/A,#N/A
Kentucky,G,75,Senior,11,Walker Horn,0,7,8.34,0,2,0,1,1,0.16667,-1,-4.79616307,0.965,0.166,0.009,0.009,,,,,,,,#N/A,#N/A
South Carolina,G,72,Junior,14,Eli Sparkman,0,12,38.14,1,0,1,3,1,0.28571,5,5.24383849,0.965,0.382,0.175,0.533,,,,,,,,#N/A,#N/A
UNLV,G,77,Senior,3,Howie Fleming Jr.,23,28,816.36,35,53,31,142,0.39037,0.30137,155,7.594688618,0.496,0.444,0.933,0.787,,2.2945593,0.815,0.64785966,0.658,2.94241896,0.793,2.76758571,2.303701246
San Diego St.,G,78,Senior,39,Reese Dixon-Waters,28,28,836.41,16,38,22,85,0.4589,0.35821,85,4.064992049,0.587,0.707,0.717,0.383,,1.6691042,0.723,1.1867913,0.782,2.8558955,0.785,2.754174155,3.363941956
New Mexico,G,78,Senior,3,Luke Haupt,21,30,828.53,37,42,42,97,0.25,0.35714,134,6.469288982,0.318,0.699,0.891,0.68,,1.6516628,0.72,1.987588,0.907,3.6392508,0.846,2.568636566,3.033947342
Fresno St.,G,77,Senior,3,Jake Heidbreder,28,28,1039.67,16,57,41,60,0.56461,0.30846,60,2.308424789,0.727,0.475,0.58,0.172,,1.2535278,0.652,0.60026446,0.644,1.85379226,0.683,1.848413415,2.676744897
Boise St.,G,79,Senior,5,RJ Keene,22,28,626.07,36,14,19,97,0.7,0.36735,138,8.816905458,0.861,0.744,0.901,0.868,,1.6601209,0.722,2.5483603,0.952,4.2084812,0.884,3.367354602,3.832879318
New Mexico,G,78,Senior,8,Chris Howell,10,10,252.32,7,19,17,23,0.35714,0.33333,28,4.438807863,0.447,0.567,0.365,0.43,,,,,,,,#N/A,#N/A
Utah St.,G,76,Junior,12,Mason Falslev,30,30,971.37,47,49,60,126,0.2997,0.41584,184,7.576927432,0.376,0.893,0.968,0.785,,4.7753711,0.973,2.336995,0.939,7.1123661,0.973,2.875434713,2.44444682
San Diego St.,G,79,Junior,21,Miles Byrd,29,29,813.91,15,56,56,113,0.49801,0.336,128,6.290621813,0.633,0.616,0.875,0.661,,1.6969089,0.729,4.1512811,0.994,5.84819,0.953,2.707238067,2.826715287
Utah St.,G,76,Senior,2,MJ Collins,30,30,910.74,14,31,22,51,0.52646,0.35979,56,2.459538397,0.683,0.715,0.555,0.185,,4.823284,0.975,0.30164967,0.561,5.12493367,0.933,2.229952895,2.621930934
Utah St.,G,77,Senior,8,Drake Allen,29,29,719.92,12,60,56,63,0.41818,0.31884,71,3.944882765,0.533,0.516,0.643,0.369,,3.8588971,0.943,2.1476982,0.921,6.0065953,0.956,1.353582557,2.275243486
Boise St.,G,75,Senior,4,Dylan Andrews,29,29,856.03,5,58,19,69,0.48162,0.31298,35,1.635456701,0.615,0.494,0.413,0.119,,2.2280665,0.806,0.06444361,0.494,2.29251011,0.726,1.337592617,2.060673573
San Jose St.,G,75,Senior,2,JaVaughn Hannah,2,2,44.16,0,3,1,2,0.45455,0.4,0,0,0.581,0.849,0.022,0.022,,,,,,,,#N/A,#N/A
Grand Canyon,G,79,Senior,10,Jaden Henley,31,31,975.56,20,86,48,158,0.3073,0.2623,140,5.740292755,0.383,0.327,0.905,0.599,,2.0413309,0.781,2.8459437,0.966,4.8872746,0.922,2.383208199,1.576364124
Utah St.,G,73,Senior,7,Kolby King,0,30,606.04,17,26,19,92,0.7027,0.38462,102,6.732228896,0.864,0.807,0.789,0.705,,3.0251818,0.889,0.051622719,0.49,3.076804519,0.808,3.172602778,2.951506011
Grand Canyon,G,73,Senior,5,Brian Moore Jr.,27,28,769.1,16,47,19,53,0.23834,0.3913,41,2.132362502,0.307,0.828,0.457,0.157,,1.901855,0.762,-0.25493503,0.394,1.64691997,0.656,1.724316164,2.458912642
Grand Canyon,G,78,Senior,11,Caleb Shaw,11,20,427.36,19,27,11,59,0.56693,0.375,62,5.803070011,0.729,0.769,0.593,0.607,,0.39824376,0.492,0.5742483,0.636,0.97249206,0.57,2.944358354,2.637237804
Wyoming,G,79,Senior,7,Matija Belic,11,12,205.15,23,24,8,33,0.36,0.22222,40,7.799171338,0.452,0.232,0.448,0.802,,,,,,,,#N/A,#N/A
Nevada,G,73,Senior,12,Tayshawn Comer,30,31,797.79,8,60,25,52,0.33333,0.36364,25,1.253462691,0.412,0.727,0.345,0.099,,2.0434331,0.782,0.2214429,0.539,2.264876,0.722,1.128739287,1.618128997
Wyoming,G,73,Senior,5,Leland Walker,29,30,840.79,25,69,25,60,0.33129,0.30556,41,1.95054651,0.411,0.46,0.457,0.141,,2.6604479,0.854,-0.13032494,0.436,2.53012296,0.751,1.681081531,1.548480249
New Mexico,G,76,Senior,2,Tajavis Miller,0,25,419.71,6,17,23,44,0.66667,0.33333,56,5.337018417,0.828,0.567,0.555,0.541,,-0.098924975,0.389,0.91150735,0.721,0.812582375,0.544,2.708424395,4.10299185
Wyoming,G,75,Junior,0,Uriyah Rojas,2,30,502.77,11,19,12,44,0.53892,0.3,48,3.818843606,0.7,0.433,0.505,0.353,,1.306938,0.661,-0.020423902,0.471,1.286514098,0.614,1.896184472,3.078692374
San Diego St.,G,74,Junior,10,BJ Davis,7,29,641.36,14,27,30,74,0.38627,0.38889,91,5.675439691,0.492,0.821,0.741,0.588,,2.9420064,0.884,2.114396,0.919,5.0564024,0.93,2.314722743,2.012698066
Fresno St.,G,77,Junior,15,David Douglas Jr.,8,18,319.69,5,10,6,21,0.79348,0.39726,22,2.752666646,0.921,0.844,0.322,0.218,,-0.095093077,0.39,-0.34221158,0.371,-0.437304657,0.36,2.929525439,3.501291323
Nevada,G,72,Junior,3,Tyler Rolison,4,28,500.54,8,28,21,42,0.28148,0.18421,43,3.436288808,0.355,0.184,0.47,0.299,,1.9415524,0.768,1.2892755,0.809,3.2308279,0.821,1.071589598,2.196081785
Nevada,G,76,Junior,5,Amire Robinson,0,30,301.8,8,6,5,26,0.62121,0.36585,33,4.373757455,0.791,0.738,0.399,0.421,,-1.7652591,0.109,-0.29158574,0.387,-2.05684484,0.152,2.944959314,3.820425498
Wyoming,G,79,Junior,13,Adam Harakow,7,30,569.83,29,19,15,53,0.59398,0.37975,78,5.4753172,0.763,0.79,0.681,0.562,,1.2880935,0.659,-0.75153954,0.256,0.53655396,0.508,3.344767962,3.918172583
Colorado St.,G,73,Junior,2,Brandon Rechsteiner,30,30,843.53,13,49,24,52,0.67254,0.40314,40,1.896790867,0.84,0.868,0.448,0.136,,3.4386293,0.919,-0.39363173,0.354,3.04499757,0.805,1.722164073,2.757518897
Grand Canyon,G,78,Junior,8,Dusty Stromer,5,31,708.24,20,31,15,65,0.61878,0.33929,69,3.896984073,0.789,0.623,0.633,0.363,,0.11918381,0.43,0.6513874,0.66,0.77057121,0.538,2.627783542,4.174518209
San Diego St.,G,73,Senior,4,Sean Newman Jr.,2,29,442.74,6,24,14,28,0.37975,0.3,24,2.16831549,0.481,0.433,0.337,0.16,,2.640276,0.852,-0.22532763,0.404,2.41494837,0.739,1.038241768,2.512336496
Colorado St.,G,75,Junior,1,Josh Pascarelli,24,24,670.25,18,21,16,56,0.69543,0.42336,69,4.117866468,0.859,0.907,0.633,0.39,,1.9659295,0.772,-0.79616182,0.244,1.16976768,0.599,2.591333366,3.503755676
San Jose St.,G,72,Junior,0,Colby Garland,24,26,913.78,15,53,28,65,0.20876,0.38272,55,2.407581694,0.282,0.801,0.548,0.181,,4.4377927,0.965,-0.41087249,0.348,4.02692021,0.874,1.060742658,1
Colorado St.,G,79,Junior,21,Rashaan Mbemba,6,18,329.15,18,29,7,50,0.11538,0.55556,46,5.590156464,0.208,0.977,0.49,0.578,,0.7136603,0.55,0.13726459,0.515,0.85092489,0.55,4.460946217,2.339539324
Fresno St.,G,79,Senior,4,Cameron Faas,16,30,563.97,14,15,14,54,0.79856,0.36937,67,4.752025817,0.923,0.751,0.622,0.475,,-0.17110089,0.374,0.36215684,0.579,0.19105595,0.454,3.193037727,4.432759052
UNLV,G,73,Junior,0,Dra Gibbs-Lawhorn,30,30,1024.01,13,66,46,80,0.47404,0.41905,73,2.851534653,0.605,0.903,0.654,0.23,,4.1055559,0.952,0.11047111,0.508,4.21602701,0.885,2.02865002,1.303997184
Grand Canyon,G,73,Junior,2,Makaih Williams,19,31,831.36,31,50,30,54,0.5,0.32919,65,3.127405697,0.634,0.558,0.61,0.262,,2.6387613,0.852,1.5018924,0.849,4.1406537,0.881,1.798734927,1.876757843
Nevada,G,76,Junior,0,Chuck Bailey III,14,27,536.49,17,13,13,53,0.36207,0.38095,70,5.219109396,0.454,0.794,0.638,0.529,,0.18106604,0.445,0.087573848,0.5,0.268639888,0.465,2.779208573,3.971571528
Nevada,G,77,Senior,4,Corey Camper Jr.,26,27,869.46,29,35,34,90,0.42486,0.41497,118,5.428656867,0.541,0.892,0.844,0.556,,3.6539027,0.933,0.6950788,0.668,4.3489815,0.895,2.418923196,1.901958982
New Mexico,G,74,Senior,1,Deyton Albury,28,29,718.05,15,68,37,93,0.1991,0.34091,77,4.289394889,0.269,0.63,0.676,0.41,,2.1660964,0.799,1.2710763,0.805,3.4371727,0.833,2.231182585,1.602164918
San Jose St.,G,75,Sophomore,7,Pasha Goodarzi,10,19,497.6,8,16,6,28,0.7459,0.40659,26,2.090032154,0.891,0.873,0.351,0.152,,0.076649968,0.421,-2.2787002,0.02,-2.202050232,0.136,2.515528649,2.998389395
Wyoming,G,76,Junior,3,Khaden Bennett,29,30,858.47,45,40,43,103,0.51528,0.37288,151,7.035772945,0.672,0.765,0.927,0.738,,2.3673118,0.823,1.4105802,0.832,3.777892,0.853,2.355592485,2.530363288
New Mexico,G,80,Junior,0,Kevin Patton Jr.,0,8,67.97,5,3,2,9,0.36842,0,13,7.650434015,0.462,0,0.252,0.792,,,,,,,,#N/A,#N/A
San Jose St.,G,76,Freshman,11,Ben Roseborough,8,10,275.85,3,9,10,13,0.48,0.375,17,2.465107848,0.612,0.769,0.286,0.186,,,,,,,,#N/A,#N/A
San Jose St.,G,73,Sophomore,13,Jermaine Washington,21,22,760.81,6,39,22,36,0.57534,0.35714,25,1.314388612,0.741,0.699,0.345,0.102,,0.27022694,0.465,-1.6591081,0.07,-1.38888116,0.227,1.362690024,2.479426349
San Diego St.,G,77,Sophomore,24,Taj DeGourville,5,29,564.63,12,44,26,64,0.33557,0.34,58,4.108885465,0.424,0.627,0.568,0.389,,0.54309609,0.52,1.5710544,0.859,2.11415049,0.708,1.823579507,2.831100724
Air Force,F,6'6,Freshman,8,Keaton Frisch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,potential,,,,,,,#N/A,#N/A
Air Force,G,6'3,Sophomore,2,AJ Patterson,0,28,402.08,11,48,20,43,0.11111,0.16667,26,2.58654994,0.205,0.166,0.351,0.198,potential,-3.4834997,0.009,-0.87622538,0.224,-4.35972508,0.017,2.113708604,2.808731341
Air Force,G,6'4,Sophomore,7,Elliott Taite,0,11,19.59,0,1,0,2,0.58333,0.57143,1,2.041858091,0.749,0.979,0.074,0.148,potential,,,,,,,#N/A,#N/A
Air Force,G,6'4,Sophomore,35,Kyle Marshall,0,4,65.45,5,1,2,6,0.11765,0,12,7.333842628,0.209,0,0.244,0.766,potential,-1.82,0.103,0.75,0.682,-1.07,0.269,2.8,3.2
Wyoming,G,73,Sophomore,1,Damarion Dennis,16,29,676.64,27,15,24,57,0.42342,0.34043,93,5.497753606,0.539,0.628,0.752,0.565,,4.9433255,0.978,0.12597449,0.512,5.06929999,0.931,2.582333039,2.354374515
UNLV,G,75,Senior,7,Al Green,3,27,344.72,8,14,14,22,0.56122,0.34545,30,3.481086099,0.724,0.651,0.379,0.307,,1.6353535,0.717,-1.9229747,0.044,-0.2876212,0.385,2.109909913,3.546489504
Colorado St.,G,76,Sophomore,4,Jase Butler,14,30,760.06,28,32,18,61,0.55975,0.38202,75,3.947056811,0.722,0.799,0.665,0.37,,2.6675004,0.856,0.02976909,0.483,2.69726949,0.768,2.591140405,3.238990144
Colorado St.,G,75,Sophomore,3,Darnez Slater,0,19,127.34,1,5,2,11,0.34783,0,9,2.827077116,0.437,0,0.218,0.227,,,,,,,,#N/A,#N/A
Fresno St.,G,73,Junior,10,Zaon Collins,23,25,774.51,17,70,51,64,0.23077,0.31481,62,3.202024506,0.301,0.5,0.593,0.269,,1.4494737,0.683,1.0444321,0.751,2.4939058,0.748,1.092593893,1.248718319
Wyoming,G,74,Sophomore,9,Jared Harris,0,11,109.32,7,3,7,17,0.58824,0.3,28,10.24515185,0.755,0.433,0.365,0.929,,,,,,,,#N/A,#N/A
Utah St.,G,76,Sophomore,5,Jordy Barnes,0,15,79.57,4,3,4,5,0.64706,0.09091,10,5.027020234,0.813,0.13,0.228,0.507,,,,,,,,#N/A,#N/A
Grand Canyon,G,73,Freshman,9,Evan Boisdur,0,15,72.55,0,4,4,5,0.57143,0.16667,5,2.756719504,0.733,0.166,0.175,0.219,,,,,,,,#N/A,#N/A
San Diego St.,G,77,Freshman,3,Elzie Harrington,16,22,467.76,7,38,15,27,0.27857,0.4359,11,0.940653326,0.352,0.925,0.234,0.09,,0.26797548,0.465,1.0904217,0.764,1.35839718,0.625,1.618772775,2.615938646
Air Force,G,6'4,Freshman,21,Ethan Greenberg,28,31,836.44,12,36,28,59,0.76289,0.35135,63,3.012768399,0.903,0.674,0.599,0.248,potential,-1.5596747,0.131,-1.0330576,0.187,-2.5927323,0.104,2.2043084,3.854535018
Air Force,G,6'5,Freshman,15,Justin Hinds,3,28,331.44,7,19,8,35,0.57407,0.16129,31,3.741250302,0.74,0.165,0.387,0.341,potential,-3.4128119,0.011,-1.1497098,0.163,-4.5625217,0.013,3.481938664,4.995182802
Air Force,G,6'3,Freshman,3,Kam Sanders,31,31,923.54,10,69,33,119,0.35738,0.36697,93,4.027979297,0.448,0.743,0.752,0.379,potential,-0.57851393,0.3,-0.29160839,0.387,-0.87012232,0.296,1.867116944,1
Wyoming,G,79,Freshman,2,Nasir Meyer,21,28,771.55,26,50,27,106,0.46212,0.34426,109,5.650962349,0.592,0.647,0.816,0.584,,3.0653006,0.893,-0.016965188,0.472,3.048335412,0.806,2.601985632,2.26369649
Utah St.,G,74,Freshman,1,Elijah Perryman,1,30,435.36,3,42,22,45,0.39316,0.30435,28,2.572583609,0.499,0.453,0.365,0.197,,0.82909724,0.576,1.3405465,0.82,2.16964374,0.712,1.50571446,1.720592683
Colorado St.,G,75,Freshman,8,Jojo McIver,0,29,340.62,11,27,7,42,0.46154,0.20833,33,3.875286243,0.59,0.216,0.399,0.36,,-1.7366037,0.113,0.006152802,0.478,-1.730450899,0.185,3.113832484,4.581226829
San Jose St.,G,76,Freshman,4,Melvin Bell Jr.,22,30,994.18,48,36,27,75,0.28095,0.27119,114,4.586694562,0.354,0.347,0.833,0.452,,-0.24589986,0.358,-1.7201519,0.061,-1.96605176,0.159,3.118684608,4.290160399
Fresno St.,G,74,Freshman,6,DJ Stickman,1,20,286.4,8,25,20,40,0.2,0.5,43,6.005586592,0.269,0.953,0.47,0.628,,-0.79335207,0.254,0.56083192,0.632,-0.23252015,0.393,2.430618847,2.662335544
Fresno St.,G,76,Freshman,7,Aram Soqui Urbano,2,13,122.89,2,3,1,5,0.75862,0.27273,5,1.627471723,0.9,0.349,0.175,0.118,,,,,,,,#N/A,#N/A
New Mexico,G,70,Freshman,4,Uriah Tenette,1,29,778.67,25,30,39,54,0.44538,0.34906,88,4.520528594,0.568,0.664,0.727,0.442,,2.7028586,0.859,1.9654811,0.904,4.6683397,0.91,1.852684771,2.854093539
Fresno St.,G,74,Freshman,21,Bastien Rieber,6,30,468.11,11,34,5,25,0.50602,0.38095,7,0.598150007,0.661,0.794,0.198,0.081,,-0.70042261,0.275,-0.37992399,0.358,-1.0803466,0.267,2.081283385,2.866082695
New Mexico,G,76,Freshman,23,Jake Hall,30,30,920.68,16,31,24,82,0.62139,0.43721,91,3.953599513,0.792,0.927,0.741,0.37,,3.972026,0.947,0.42385161,0.6,4.39587761,0.898,2.525540983,2.276320721
New Mexico,G,80,Freshman,29,Timeo Pons,0,8,33.22,0,3,2,5,0.75,0.25,4,4.816375677,0.893,0.279,0.161,0.481,,,,,,,,#N/A,#N/A
Nevada,G,78,Freshman,17,Peyton White,0,30,442.74,28,14,3,25,0.38596,0.34091,42,3.794552107,0.491,0.63,0.464,0.349,,0.19208647,0.447,-0.503142,0.326,-0.31105553,0.382,3.2399087,4.256733847
